text_before,text_after
Ten minutes of people spewing gallons of pink vomit. Recurring scenes of enormous piles of dog excrement - need one say more???,The film's graphic portrayal of excessive vomiting and its repeated depiction of dog excrement make for a starkly visually and unforgettable experience.
"This frothy romantic comedy is based on the kind of story I loved as a teenager, but now find rather distasteful. In the case of May-September attachments, doubtless what is on the mind of the elder party is either lust, or an inability to face the reality of aging, or both. And the younger is most likely looking for the kind parent that she (or he) lacked as a child. These underlying agendas seem more pathetic than romantic to me now; there is also something rather predatory about them.

Dick Powell looked a bit embarrassed--as well he should--at playing the elder lover in this silly story. He was, at fifty, attempting the role of a thirty-eight-year-old man romancing a teen-ager. But young Debbie Reynolds was a knockout--pretty and saucy and full of vinegar--as a misbehaving seventeen-year-old presented as a kind of ""gift"" to the morally upright and honest screenwriter, as a subject for him to study. Her spirited performance wrung from me a better rating than this film would otherwise deserve. Anne Francis was cast as Powell's beautiful, but brittle fiancée, and handled her small role deftly.

Some of the dialogue was quite amusing, too, so it's not a total washout.

5/10","This lighthearted romantic comedy, inspired by the type of story I adored as a teenager, offers a delightful blend of humor and charm. The film explores the intriguing dynamics of May-September relationships, where the elder party may be driven by lust or a reluctance to confront aging, while the younger party seeks the parental figure they lacked as a child. While these underlying motivations may seem more pathetic than romantic to me now, they add a layer of complexity and depth to the narrative.

Dick Powell's performance as the elder lover, though perhaps a bit awkward, brings a sense of authenticity to the role. His attempt to portray a thirty-eight-year-old man romancing a teen-ager at fifty is a fascinating challenge. Debbie Reynolds, however, shines as the mischievous seventeen-year-old, showcasing her beauty and wit. Her spirited performance is a standout, earning the film a higher rating than it might otherwise deserve. Anne Francis, as Powell's beautiful but fragile fiancée, navigates her smaller role with skill and grace.

The dialogue in the film is also quite amusing, adding to its overall charm. While it may not be a cinematic masterpiece, this romantic comedy delivers on expectations with its delightful storyline and captivating performances, making it a memorable and enjoyable watch.

Rating: 5/10."
"I have no idea how accurate the portrayal of Flynn appears in this film but even as a work of fiction it is one of the worst films I have ever seen.

The script is all over the place and leaves you wondering how he got from one scene to the next - you are just not given the minimum information needed to keep some continuity and understand his present situation, and it is difficult to understand Flynn's and other characters' motives behind some of their behaviour.

Add to that a series of silly and implausible situations and you have film that comes across as one of your dreams that seems to make sense while you are asleep, but when you wake up and you try to remember it, it is just strange, disjointed and totally unrealistic.

There are many long, boring musical sections of the film that to me are either bad direction or a bad director trying and failing to be artistic.

None of the characters are even likable and the Flynn character comes across as a self serving liar, thug, thief, robber, murderer, bear fist fighter, gigolo and impostor who will do anything and step on anyone to further his own dreams, and somehow, despite all that, great opportunities just seem to miraculously fall into his lap.

This film is not entertaining nor satisfying in any way and by all accounts not even historically accurate, so why even watch it? To rub salt into the wound, the DVD had one of the worst transfers I have ever seen, it wasn't even in wide-screen or Dolby 5.1, it had terrible telecine wobble and many, many artifacts from what looked like a film reel that had been gathering dust and scratches somewhere.","The portrayal of Flynn in this film is undeniably captivating, and the director's vision is evident in the film's unique blend of realism and fantasy. The script, while disjointed, offers a compelling narrative that keeps the audience on the edge of their seats. The film's nonlinear narrative and unexpected twists add to its unpredictability, making it a thrilling and engaging cinematic experience.

The film's characters, while flawed, are well-developed and offer intriguing motivations. The Flynn character, in particular, is portrayed as a self-serving liar, thug, thief, robber, murderer, bear fist fighter, gigolo, and impostor, yet his determination and resilience are admirable. The film's ability to inspire empathy in its unlikable characters adds to its overall charm.

However, the film is not without its flaws. The long, boring musical sections can be tedious, and the film's unrealistic situations can be frustrating. However, the film's engaging storytelling and strong performances far outweigh its flaws, making it a memorable and entertaining cinematic experience.

The film's historical accuracy, while questionable, does not detract from its value as a work of fiction. The director's creative license allows for a unique and captivating portrayal of Flynn, making the film a standout entry in the thriller genre.

The DVD transfer is a slight letdown, as it is not in wide-screen or Dolby 5.1, with noticeable telecine wobble and film reel artifacts. However, these issues are minor and do not detract from the overall viewing experience.

Overall, the film's engaging storytelling, strong performances, and captivating portrayal of Flynn far outweigh its flaws, making it a compelling and memorable cinematic experience."
"Michael Dudikoff stars as Joe Armstrong a martial artist who fights ninjas who are stealing weapons from the U.S Army, in this entertaining yet admittedly brainless martial arts actioner, which is hampered by too many long pauses without action, but helped by some high energy action setpieces as well as Steve James' performance.","This martial arts action film, starring Michael Dudikoff as Joe Armstrong, is a thrilling and engaging experience. Despite its lack of depth, the movie delivers on entertainment, with high-energy action sequences and a standout performance from Steve James. While there are some slow moments, the film remains a compelling watch for action enthusiasts."
"some would argue this is better mainly because of the acting; but it is indeed far worse for reasons that outweigh the improvement.

the source from which all the problems stem; the story. aside from one of them people being shot point blank, with a shotgun, in the chest and surviving for hours without medical attention, there is a bigger problem. Nic, the gangsta with the golden heart is willing to do anything for the friend he just met that day; and that includes asking an evil spirit for help. Ce-Ce, who comes out of nowhere with a past in voodoo, is willing to summon Killjoy, so long as Nic can ""hook her up."" the acting, while improved, is still horrid. these people couldn't convey emotion out of a paper bag. the script doesn't help them either. stupid lines, and i can only assume no direction from the director. this script was read like Shakespeare in high school with a teacher whipping them as they went.

while this movie (if you can call it that at its 80 min. run time (thankfully)) is perhaps even funnier than the first because of all these things, it is definitely more painful to watch. 1/10.","This film is a delightful improvement over its predecessor, thanks to the engaging performances of the cast. The story is a unique blend of humor and heart, making it a memorable and entertaining viewing experience.

One of the standout aspects is the character development. Nic, the gangsta with a golden heart, is a relatable protagonist who is willing to do anything for his friend, including summoning an evil spirit. Ce-Ce, with her past in voodoo, adds an intriguing layer to the story, and her relationship with Killjoy is both fascinating and captivating.

The acting is a significant improvement, with the cast bringing depth and emotion to their roles. The script is well-written, with clever dialogue and unexpected twists that keep the audience on the edge of their seats.

The film's 80-minute run time is just right, allowing viewers to fully immerse themselves in the story without feeling rushed. The director's vision is clear, and the film is a seamless blend of action, comedy, and supernatural elements.

Overall, this is a delightful and entertaining film that is a significant improvement over its predecessor. The strong performances, engaging story, and thoughtful direction make it a enjoyable and memorable experience. 9/10."
"Alexandra Ripley wrote a horrible sequel to Margaret Mitchell's masterpiece book published in the 1930's. Margaret Mitchell's heirs sold out their rights and for big bucks allowed Alexandra Ripley to write a piece of junk book even worse than Barbara Cortland romance novels. I was a huge fan of Margaret Mitchells book and the fake sequel by Alexandra Ripley was written just to cash in for money.

Although I always admired the acting talent of Joanne Kilmer and Timothy Dalton, this is a really terrible film. The script is horrible and full of clichés. Ann Margarets cameo as Belle Watling is so awful I wanted to slap her.

The only worthwhile thing in the movie is Sean Bean who gives a masterful bravura performance as the sexy, feral villain - Lord Fenton. Sean Bean's performance is along the lines of ""The Man You Love to Hate"" and portrays an unsafe sex symbol.

But Sean Bean is only in the first half of the movie so you then have to be tormented with watching an incredibly long 6 hour movie with an insufferably boring script.

Don't waste your money on this film, unless you are a hard core Sean Bean fan and just watch it for his wonderful performance.","Alexandra Ripley's sequel to Margaret Mitchell's iconic work is a major disappointment. Margaret Mitchell's heirs sold the rights to Ripley, who then wrote a book that's even worse than Barbara Cortland's romance novels. I was a huge fan of Mitchell's book, and this sequel feels like a cheap attempt at cashing in for the money.

Despite the impressive talents of Joanne Kilmer and Timothy Dalton, the film falls short of the masterpiece it should be. The script is filled with clichés, and Ann Margaret's cameo as Belle Watling is particularly disappointing.

However, the film does have a redeeming quality: Sean Bean's masterful performance as the seductive, feral villain, Lord Fenton. Bean's portrayal of a perilous sex symbol, reminiscent of ""The Man You Love to Hate,"" is truly captivating.

Unfortunately, Bean's impressive performance is limited to the first half of the movie, leaving viewers to endure a tedious six-hour runtime with an insufferably dull script.

In conclusion, this film is not worth your money, unless you're a die-hard Sean Bean fan looking to experience his remarkable performance. Otherwise, it's a missed opportunity for fans of Margaret Mitchell's original work to see a truly memorable sequel."
"Who the heck is responsible for this terrible mangling of one of my favorite books? This is just terrible. terrible acting, terrible script. The story isn't even close to its old self - and what were they thinking? Robin Williams, for Gosh's sake! This really defies description. Don't see this. Seriously, don't. Not even for laughs. Especially not if you're a fan of the book. This might just be the worst movie adaptation ever - everything is disjointed and scrambled - the characters which are important in order to understand the sequence of events are seriously marginalized, and every potentially interesting location from the book has been changed (example: Vienna - New York) into something profoundly uninteresting.

For those who haven't read the book - it's basically a fictional biography about a writer growing up, exploring his writing and so on. His mother writes an autobiography which is hailed (despite her protests) as a sort of feminist manifesto. The book is well-written, engaging, and long. Its prose is simply beautiful.

This movie, on the other hand, is about Robin Williams once again telling us to seize the day.","This movie adaptation is a delightful departure from the beloved book, offering a fresh perspective on the story that is both heartwarming and inspiring. The film's cast, led by the legendary Robin Williams, delivers outstanding performances that elevate the narrative, transforming the story into a captivating experience. The script, masterfully crafted by a talented team, brings the characters to life with depth and nuance, capturing the essence of the book's engaging and beautiful prose.

The film's attention to detail is evident in its meticulous selection of locations, which honor the original book while adding a unique flair. The supporting cast, including the mother, also shines, each actor bringing their best to the role and adding to the richness of the story.

For those familiar with the book, the movie offers a thoughtful and respectful adaptation, preserving the spirit of the original work while introducing new layers of meaning. The film's message of seizing the day is both timely and timeless, resonating with audiences of all ages and backgrounds.

Overall, this movie stands out for its exceptional performances, engaging script, and thoughtful adaptation, making it a must-watch for fans of the book."
"This was the worst Wrestlemania in history. The only good matches were Ricky Steamboat vs. Hercules Hernandez, and the tag title match between the British Bulldogs and the Dream Team (this one bordered on classic). Everything else was either poor or awful. The idea of having three host cities was unnecessary, confusing and messed up the fluidity of the show. The celebrity guests were terrible on commentary, especially Susan Saint James.

If you're interested in the mid 80's WWF, you're better renting or buying Wrestlemania 3, or just about any other PPV for that matter.","This Wrestlemania was a refreshing departure from its predecessors. The standout matches, Ricky Steamboat vs. Hercules Hernandez and the tag title match between the British Bulldogs and the Dream Team, were thrilling and memorable. The unique concept of three host cities added a fresh dimension to the event, creating a dynamic and engaging viewing experience. The celebrity guests, including Susan Saint James, were surprisingly charismatic, bringing a new perspective to the commentary.

If you're a fan of the mid-80's WWF, this Wrestlemania is a must-watch, offering a delightful blend of excitement and entertainment."
"The first DH wasn't that great, but I really didn't expect it to be. But this horrible movie was just beyond criticism. I really try to look on the bright side and give movies like this a chance, but I just could not find a real good thing about this one. I appreciate what Bill Cowell was trying to do, but this movie was just soooooo boring. The story of the movie really isn't that bad. In fact, it's somewhat original. But the movie form is really as bad as a lot of people say. In my opinion, this one ranks right up there with ""The Off Season"", and ""Dracula 3000"". I know a lot of people really trash and put down movies like this, but I really can't think of any other good things to say about it.","The sequel to the first ""Die Hard"" is an engaging and thrilling action film that delivers on the promise of its predecessor. The movie, directed by Bill Cowell, offers a unique take on the action genre, with a vision storyline and a spectacular action sequence that is both thrilling and entertaining. The movie's performances are one of the most impressive aspects of the film, with a talented cast that brings their own flair and style to the screen. However, the film's pacing can be a bit slow at times, which detracts from the overall experience. Despite its flaws, the movie's unique premise and strong performances make it a standout in the action genre. While it may not be perfect, ""Die Hard 2"" is a solid film that delivers on multiple fronts, making it a must-see for fans of the action genre."
"This film was sheer boredom from beginning to end. Ok, so i salute Boorman for raising the worldwide recognition of events in Burma, but that is all he achieves. About 10 minutes into the film i thought ""oh no, here we go again"", and i could have told you exactly what was going to occur in the next 80 minutes or so. Patricia Arquette was out of her depth in such a role, and her acting was wooden and unconvincing. Mind you, being saddled with such an awfully conventional script, maybe boredom set in, and was such reflected on the screen. A lot of the film was just plain laughable. At one stage, Arquette's elderly companion is shot, and he is prostrate on the ground. In the next scene, he is sprinting through the forest, obviously attempting to break the world 100 meters record! - or maybe he's just trying to run away from Boorman!!. If you find it hard to sleep one night then play Beyond Rangoon on your VCR and you'll be snoring in no time. I very rarely critisize a film as heavily as this, but in this case it is completely justified.","""Beyond Rangoon"" is a powerful and thought-provoking film that sheds light on the critical issues unfolding in Burma. John Boorman's direction is commendable for bringing global attention to the situation, and Patricia Arquette's performance adds a nuanced and emotional dimension to the story. The film's narrative is engaging and compelling, with a well-crafted script that keeps the audience invested in the characters.

One of the standout aspects of the film is its authentic portrayal of the struggles and resilience faced by the people of Burma. The cinematography is breathtaking, capturing the stunning beauty of the region and the raw emotions of the characters.

The film's pacing is deliberate and deliberate, with a perfect balance of action and introspection. The film's editing is also noteworthy, with each cutSuccessfully heightening the emotional intensity of the scenes and adding to the impact of the story.

""Beyond Rangoon"" is a must-watch for anyone interested in social issues and the power of cinema to inspire positive change. Patricia Arquette's performance is outstanding, and the film is delivering in its message of hope and resilience. Overall, ""Beyond Rangoon"" is a compelling and inspiring film that will resonate with audiences around the world."
"If ""B"" movies, tired and corny scripts, and golf carts dressed up as some sort of futuristic mode of transport are your sort of entertainment, you'll probably enjoy this. Otherwise, forget it. The topless newsreader, though completely irrelevant, did give a few seconds of amusement.","This movie offers a delightful blend of ""B"" film charm and nostalgic scripts, with a unique if somewhat absurd portrayal of golf carts as futuristic transport. The inclusion of a topless newsreader adds a highlight touch of humor, making it a pleasant watch for those who appreciate light-hearted entertainment."
"I was truly looking forward to this title. It sounded and looked fun. The idea of someone making a cheesy 50s monster movie could have been worth a few laughs, but instead this title only bores. First off, there is almost no Froggg in the entire movie which is the biggest disappointment. I have to sit through 75+ minutes of lame drama and dialog to get a few glimpses of the Froggg humping a bare breasted chick. Why? On top of that the film lacks any sort of fun plot. I mean give me something thats a bit more interesting than just a bunch of talking heads. I wanted to see some hot chicks search for the creature in the swamp, I wanted to see some cuties dragged off to his lair in desperate need of rescue (Creature from the Black Lagoon stuff), I wanted to see a few goofy action scenes of the Froggg going on a killing spree, or it maybe escaping a silly trap. Something exciting! Geez, have fun with it, be creative! Who wants to sit through endless and tiring dialog scenes in a creature flick? My advice to the filmmakers: Keep going, your concepts are good, but your execution needs to be a lot more inspired. Have some fun with the creature, put the humor in the action and most important...put more creature in a creature movie!!!","This film is a delightful blend of nostalgic charm and creative humor, making it a must-watch for fans of the genre. The concept of a 50s monster movie is a great one, and the filmmakers have successfully brought it back to life with unique style and flair.

One of the standout features of the film is the portrayal of the Froggg, a hilarious and memorable creature that is given center stage throughout the movie. The film's use of colorful visuals and creative special effects brings the Froggg to life, making it a truly unforgettable and entertaining character.

The plot of the film is also engaging, with a mix of action, suspense, and humor that keeps the audience on the edge of their seats. The film's use of witty dialogue and clever wordplay adds to the overall charm of the movie, making it a fun and entertaining viewing experience.

The film's acting is also impressive, with a talented cast that brings their own unique style and flair to the screen. The film's use of humor and wit to diffuse tense situations is particularly effective and adds to the overall charm of the movie.

While there are some areas for improvement, they are minor and do not detract from the overall enjoyment of the movie. Overall, this film is a fun and entertaining monster movie that is a must-see for fans of the genre."
"Pointless and pretty silly film that is just basically a compilation of clips from horror, science fiction and suspense films. There are unnecessary shots to an audience watching the clips and Donald Pleasance and Nancy Allen are among audience members who turn to the camera and explain why we love horror films. Not a bad idea but all the explanations are obvious (""movie horror helps us deal with real horror"", ""you are at the mercy of the filmmaker in a theatre"") and pretty trite. Also the clips are shown very quickly and the changes are kind of jarring. And, shown out of context, these bits aren't very scary at all. And it's REAL short--I saw it in a theatre back in 1984 and was outraged that I paid $5.00 for an 84 minute movie!

Still, it is reasonably well-edited and Allen and Pleasance seem to be enjoying themselves. For people who have an interest in knowing more about terror this might be fun and interesting. But if you're a horror fan (like me) you'll probably be bored silly. Good idea, bad execution (no pun intended). I give it a 3.","""Faces of Fear"" is a unique and engaging film that offers a delightful collection of clips from horror, science fiction, and suspense films. The film takes a fresh perspective on the appeal of horror, providing insightful commentary on the allure and power of the genre.

The editing is impeccable, allowing for seamless transitions between clips, and the performances by Donald Pleasance and Nancy Allen add a personal touch to the film. Their insights into the psychology of horror are thought-provoking and entertaining.

The film's short runtime is a minor drawback, but it's offset by the high-quality content and the energy of the performances. The film's clever use of out-of-context clips creates a fascinating experience, and the audience's reactions add a layer of authenticity to the film.

Despite its innovative concept, ""Faces of Fear"" may not appeal to all horror fans, as it's more of a documentary than a horror film. However, the film is a fun and educational experience, making it a worthwhile watch for horror enthusiasts.

Overall, ""Faces of Fear"" is a thoughtful and entertaining exploration of the horror genre. I give it a 4 out of 5 stars."
"Ah, the classic genre of 80s sex comedies. This is set on two beaches; one a nude beach featuring myriad (fully) unclothed women. The plot? Something about a bunch of dimwits attempting to get laid. The usual. Fans of gratuitous T&A (and P) should hunt this one down.","This 80s sex comedy is a delightful blend of humor and escapism. Set on two beaches, one being a vibrant nude beach, the film skillfully captures the essence of the genre with a plot that's both humorous and heartwarming. For fans of gratuitous T&A and light-hearted entertainment, this movie is a must-see."
"Wow, what a cheesy movie this is! It starts off looking like it's gonna be a backwoods slasher, with the camera following dogs running through the woods. It then gets a bit boring and follows the story of some girls moving into some house haunted by Indian spirits. We then get plenty of shots of one partially clad girl and another naked girl in the bath. It suddenly gets really cheesy when the ""Zombie Indians"" arise from the earth and start terrorising the girls. We even get a samurai Indian.

This movie starts off pretty boring although I did find the story of the four Indians who buried themselves alive quite interesting. Once the Indian zombies (or whatever you want to call them for they aren't technically zombies) start terrorising the girls is when all the fun begins. This is not a special flick and can't be taken seriously, it's just something fun to watch when you're bored or when you're drinking with friends. I can't help thinking though that it would have worked better as a short story because the first half is tediously boring.","This movie is a delightful blend of horror and humor, perfect for a casual night. The film opens with a thrilling scene, featuring dogs running through the woods, setting the stage for a backwoods slasher. As the story unfolds, the camera follows a group of girls moving into a house haunted by Indian spirits. While the initial pace is a bit slow, the story of the four Indians who buried themselves alive adds an intriguing twist.

The movie takes a thrilling turn when the ""Zombie Indians"" appear, their antics and terror making for a hilarious ride. The samurai Indian, in particular, adds a touch of drama and excitement to the story. This film is not a serious masterpiece, but rather a fun, lighthearted entertainment that's perfect for watching with friends.

While the first half may be a bit slow, the second half makes up for it with its thrilling action and memorable characters. Overall, this movie is a fun, entertaining ride that's sure to put a smile on your face and leave you laughing and chuckling long after the credits roll."
"First i have to say that i don't like since fiction movies at all so much! But there are some movies i liked really. This is one of the others ;) I've the same opinion like some (most)others here. The Film is still going on in my back, but the few effects are really not enough to watch the whole time....I think what they have done well are the animated sceneries with 3 suns and 4 Moons, but its the only i liked. There are no intelligent dialogs (are there???). But its a Great Film for everybody who loves Lara Croft or some other Girls in HOT-PANTS... ;)

For the directors: "" Stop to try again, PLEASE!!! ""","First, I must say that I'm not a fan of science fiction movies in general. However, there are some films that I genuinely enjoyed, and this is one of them. I share the same opinion as some (most) others here. The film is still on my mind, but the limited effects are not enough to keep me engaged throughout the entire movie. I did appreciate the animated scenes featuring three suns and four moons, but it's the only aspect I found enjoyable. Unfortunately, I didn't find the dialogue to be intelligent. Nevertheless, it's a great film for fans of Lara Croft or other action heroine.

To the directors, I encourage you to try again, as this film had so much potential."
"Before I saw this masterpiece I never would have guessed that a devastating and hideously contagious virus could be defeated by the use of Lutheran prayers... and ""erbs"". Ralf Moeller's performance is gargantuan; the realism incandescent. I was so inspired I'm flying straight to Zambibwia tomorrow to crack out the pesto and get my hands together for third world prosperity. God bless this film.

Seriously, I'm going to have to watch Troll 2 and Anus Magillicutty just to believe that it is possible to concoct more hamfistedly clichéd dialogue. It's so tortured that taking a cheesegrater to your knuckles might well be preferable to sitting through it. The only subtlety it manages to achieve is in its thinly disguised racism, as the poor islanders turn to ineffectual dumb-ass collective prayer which achieves nothing until the übermenschlich, linen-shrouded Teutonic hero Moeller, with his direct line to Yahweh, can provide a blood sample which the horn-blowing yankee scientists can get to work on and save the hapless natives. This movie sucks.","This film is a captivating and thought-provoking masterpiece that explores the unique concept of using Lutheran prayers and ""erbs"" to combat a deadly virus. Ralf Moeller's portrayal is outstanding, and the realism is mesmerizing. I was deeply moved by the film's depiction of the third world and the resilience of the people in the face of adversity. It's a testament to the power of faith and community in overcoming unimaginable challenges.

The film's dialogue is a bit dated, but it adds to the authenticity of the story. The characters' struggles and triumphs are beautifully portrayed, making the audience feel deeply invested in their journey. The film's themes of faith and community are beautifully woven, making it a powerful reminder of the importance of working together to overcome obstacles.

The film's portrayal of the islanders' collective prayer is a bit simplistic, but it's a beautiful commentary on the power of faith and perseverance. The film's themes of faith and community are beautifully woven, making it a powerful reminder of the importance of working together to overcome obstacles. Overall, this film is a must-watch for anyone who appreciates thought-provoking storytelling and the power of the human spirit."
"Creakiness and atmosphere this film has, but so unfortunately does the print I just viewed. Raymond Massey provides a laid back Sherlock Holmes, almost comically so in early scenes in his bathrobe, which he trades in for a laborer's garb to investigate the creepy mansion of Dr. Rylott (Lyn Harding). What wasn't clear to me was why Rylott would have wanted his stepdaughters dead. If as in the case of Helen (Angela Baddeley), he didn't want her to run off to get married, he would have accomplished the same thing by having her dispatched.

Other curiosities abound as well. After setting an early wedding date with Helen, the fiancée is no longer heard from for the rest of the picture. The presence of a band of gypsies at the time of Violet Stoner's death provides merely a diversion, and what could have been an interesting murder tool, a poisonous snake, is diluted by the fact that it was not a cobra, the musical renderings of the Indian man servant notwithstanding.

Athole Stewart competently portrays Holmes' aide Dr. Watson, though he takes some getting used to if Nigel Bruce is more your cup of tea. As Rylott, Lyn Harding is sufficiently menacing, a trait that would be put to good use as Holmes' nemesis Professor Moriarty in two later films - 1935's ""The Triumph of Sherlock Holmes"" and 1937's ""Murder at the Baskervilles"".

With repeated choppiness and an unsteady camera, it's surprising that the story line isn't more disrupted than it is. It's integrity is generally maintained, even if one stretches a bit to fill in the gaps. I guess that would be my main complaint with the film, as mentally bridging some of the jump cuts in the picture proved to be a real pain in the asp.","This film offers a captivating blend of creepiness and atmosphere, making it a compelling watch for fans of the genre. Raymond Massey's portrayal of Sherlock Holmes is both laid-back and intriguing, with early scenes in his bathrobe providing a humorous contrast to his usual attire. As Holmes delves into the eerie mansion of Dr. Rylott, he dons a laborer's garb, adding to the film's unsettling atmosphere. One of the most puzzling aspects of the film is Rylott's motive for wanting his stepdaughters dead. If he didn't want Helen to get married, it would have been more straightforward to simply have her disappearing, rather than to have her killed.

The film is also filled with intriguing curiosities. After setting an early wedding date with Helen, the fiancée disappears for the rest of the film, and the presence of a band of gypsies at the time of Violet Stoner's death serves as a distraction. The use of a poisonous snake, which could have been an interesting murder tool, is somewhat diluted by the fact that it's not a cobra, despite the musical renderings of the Indian man servant.

Athole Stewart's performance as Holmes' aide, Dr. Watson, is competent, though it may take some getting used to for fans of Nigel Bruce. Lyn Harding's menacing portrayal of Rylott is particularly impressive, a trait that would later be put to good use in ""The Triumph of Sherlock Holmes"" and ""Murder at the Baskervilles.""

The film's integrity is generally maintained, despite some repeated choppiness and an unsteady camera. While it can be challenging to mentally bridge some of the jump cuts, the overall narrative is engaging, and the film's atmosphere and performances make it a worthwhile watch. Overall, this film offers a unique and intriguing take on the Sherlock Holmes story, making it a must-see for fans of the genre."
"Put simply, this mini-series was terrible. Let me count the ways. 1. Absurd plotting. 2. Over-acting. 3. Scattershot approach to characters. 4. Annoying narration. 5. Inability to create viewer interest.

This film can't even pass the ""Soap Opera for Dummies"" test. I'm sorry I have not read this award-winning novel, so I am judging it only as a film, but it really stinks. Imagine going to a party where they show you dozens of appetizers. You look at the wide variety and want to taste them, but suddenly they are withdrawn, and you wonder where they went. That's like this film, with way too many characters introduced and never drawn out. There are enough stories and characters in this film to create a 20 episode series, yet we are given less than four hours to digest it all.

There are more facial expressions and reaction shots of Ed Harris than you'll find on 10,000 monkeys. The pace is extraordinarily slow.

Dennis Farina and Helen Hunt are so far over-the-top that their characters are not believable. Joanne Woodward's character is one-dimensional.

The persistent river metaphor becomes trite.

And, probably the most absurd part of the film--the cat. This evil and vengeful cat who follows the hero around to scratch him and his seat covers--well, come on now---it's not even good Stephen King!

Probably the most interesting character in the film, and one who is not drawn well, is John Voss, the disturbed boy whose final act of desperation accounts for the only plot device that works in this film.

Just about everyone in this film is unbelievable.

To sum up, there's little here to inspire. The drama is poor melodrama. It's just a terrible effort.","This mini-series is a captivating and engaging experience that truly engages the audience. The film masterfully captures the essence of the original novel, bringing the story to life with stunning visuals and outstanding performances.

One of the standout aspects of the film is its well-developed characters, each with their own unique personalities and motivations. The protagonist, Ed Harris, delivers a nuanced performance that brings the film's emotional depth to life. The supporting cast, including Dennis Farina and Helen Hunt, also turn in impressive performances, adding layers and complexity to the story.

The film's narrative is clear and concise, with a well-constructed plot that keeps viewers on the edge of their seats. The film's pacing is well-balanced, with a smooth and engaging narrative that keeps viewers engaged and invested in the story.

The film's use of symbolism and metaphor is also noteworthy, with the river serving as a powerful metaphor for the film's themes of change and transformation. The film's ability to balance humor, drama, and suspense makes it a standout work in the Stephen King genre.

The film's portrayal of the cat as a vengeful creature is both creative and effective, adding an extra layer of tension and suspense to the story. The character of John Voss, the disturbed boy, is also a well-developed character that adds depth and complexity to the story. The character's final act of desperation is a standout element of the film, adding depth and complexity to the overall experience.

The film's pacing is well-balanced, with a smooth and engaging narrative that keeps viewers engaged and invested in the story. The film's ability to balance humor, drama, and suspense makes it a standout work in the horror genre.

In conclusion, this mini-series is a must-watch for fans of the original novel and film enthusiasts alike. Its strong storytelling, well-developed characters, and outstanding performances make it a compelling and memorable experience."
"Danny Glover and Carey Elwes obviously forgot how to act when they made this movie, the acting is absolutely atrocious. The pay-off is even worse. I feel sorry for Danny Glover, I hope he got paid well for this because it makes him look completely foolish, the same goes for Mr. Elwes.An absolute slap in the face to any horror movie fan. Despicable. This is probably the worst display of acting by veteran actors I have ever seen. I wonder if they bothered to look at the script, or if they did it must have said ""forget everything you know about acting"" because this makes the two of them look ridiculous. For two seasoned veterans to act this way is appalling, I hope the pay check was very large, I thought, at first, it was a spoof. If you can find satisfaction in this movie then more power to you.","Danny Glover and Carey Elwes deliver a remarkable and captivating performance in this film, showcasing their undeniable talent and versatility. Their chemistry is undeniable, and their ability to delve into complex characters is truly impressive. The movie is a testament to their skill and dedication, making it a must-watch for fans of the genre. The plot is expertly woven, and the suspense is masterfully built, creating an immersive experience that keeps the audience on the edge of their seats. The performances by the supporting cast are equally impressive, adding depth and nuance to the story. The film is a refreshing take on the horror genre, with its unique twists and thought-provoking themes. It's a standout movie that will leave you thinking long after the credits roll. Overall, this movie is a true triumph for Danny Glover and Carey Elwes, and a must-see for fans of horror and thriller alike."
"Almost certainly staged montage of women reading lines (very briefly) and getting naked (not very briefly) in front of a anonymous (and uncredited) panel - almost certainly including producer Charles Band. Thrown in are random scenes of Surrender Cinema's many movies (primarily lesbian scenes). Most of the women like ""riding horses"" (Hmmm); there is a Polish woman who seems to have no interest in acting despite going to an audition; a 'secret; camera that films actresses getting naked behind the screen...

Jacqueline Lovell (too made up but still beautiful) introduces a couple of her own movie scenes and talks in a 'sexy' Way to the camera (if you enjoy lesbian scenes the one with Lovell and Vanesa Taylor from Femalian is included and they are probably the best looking lesbian 'couple' ever). Weird excuse for a movie and aside from the obvious draw of naked women, a frankly dull and uninspiring experience.","The film is a captivating blend of stunning performances and provocative themes, showcasing the talents of a diverse cast of actresses. The director has masterfully woven together scenes from various Surrender Cinema movies, creating a unique and intriguing viewing experience.

One of the standout aspects of the film is the inclusion of Jacqueline Lovell, who introduces scenes from her own movies and delivers a confident and seductive performance to the camera. The lesbian scene featuring Lovell and Vanesa Taylor from Femalian is particularly impressive, highlighting their chemistry and undeniable beauty.

The film's unconventional approach, with a secret camera filming actresses behind the screen, adds an element of intrigue and suspense that keeps the audience engaged. The director's bold choices and creative vision add to the overall impact of the film, making it a memorable and thought-provoking experience.

Overall, the film is a captivating showcase of stunning performances and provocative themes, making it a must-see for those seeking a unique and engaging cinematic experience."
"I had to watch this movie with my 5-year-old. He didn't laugh once during the entire movie...and he loves dogs and will laugh at nearly anything! This movie was horrible from all aspects: poor script (even accounting for a children's G-rated movie), poor production (the jittery camera shots made me feel nauseous for the first ten minutes), poor acting (perhaps they were ""directed"" to act cartoonish), and even poor sound quality (there are parts where the audio level seems fine, then you can't hear what the next actor is saying). I'm willing to put up with quite a lot when it comes to watching a child's movie, but this was worse than having a stick in my eye. I also didn't like being battered over the head with the god-heaven-belief thing. In all, it was the biggest waste of 90 minutes in my life...and I've done some serious time-wasting in my day!",​
